2017-12-07 12:32:00,198:INFO: 文字e5a4a7无法post请求
2017-12-07 12:32:21,425:INFO: 文字e5a4a7无法post请求
2017-12-07 15:24:41,904:ERROR: 文字 :b'\xe6\x97\xa1' 没有形近字,在hanyu的第10792行
2017-12-07 15:24:42,299:ERROR: 文字 :b'\xe6\x97\xa3' 没有形近字,在hanyu的第10794行
2017-12-07 15:24:42,546:ERROR: 文字 :b'\xe6\x97\xa4' 没有形近字,在hanyu的第10795行
2017-12-07 15:24:43,447:ERROR: 文字 :b'\xe6\x97\xaa' 没有形近字,在hanyu的第10801行
2017-12-07 15:24:43,693:ERROR: 文字 :b'\xe6\x97\xab' 没有形近字,在hanyu的第10802行
2017-12-07 15:24:44,739:ERROR: 文字 :b'\xe6\x97\xb2' 没有形近字,在hanyu的第10809行
2017-12-07 15:24:44,970:ERROR: 文字 :b'\xe6\x97\xb3' 没有形近字,在hanyu的第10810行
2017-12-07 15:24:45,183:ERROR: 文字 :b'\xe6\x97\xb4' 没有形近字,在hanyu的第10811行
2017-12-07 15:24:45,402:ERROR: 文字 :b'\xe6\x97\xb5' 没有形近字,在hanyu的第10812行
2017-12-07 15:24:45,916:ERROR: 文字 :b'\xe6\x97\xb8' 没有形近字,在hanyu的第10815行
2017-12-07 15:24:46,136:ERROR: 文字 :b'\xe6\x97\xb9' 没有形近字,在hanyu的第10816行
2017-12-07 15:24:46,501:ERROR: 文字 :b'\xe6\x97\xbb' 没有形近字,在hanyu的第10818行
2017-12-07 15:24:46,757:ERROR: 文字 :b'\xe6\x97\xbc' 没有形近字,在hanyu的第10819行
2017-12-07 15:24:47,018:ERROR: 文字 :b'\xe6\x97\xbd' 没有形近字,在hanyu的第10820行
2017-12-07 15:24:47,258:ERROR: 文字 :b'\xe6\x97\xbe' 没有形近字,在hanyu的第10821行
2017-12-07 15:24:47,512:ERROR: 文字 :b'\xe6\x97\xbf' 没有形近字,在hanyu的第10822行
2017-12-07 15:24:47,874:ERROR: 文字 :b'\xe6\x98\x81' 没有形近字,在hanyu的第10824行
2017-12-07 15:24:48,386:ERROR: 文字 :b'\xe6\x98\x84' 没有形近字,在hanyu的第10827行
2017-12-07 15:24:48,629:ERROR: 文字 :b'\xe6\x98\x85' 没有形近字,在hanyu的第10828行
2017-12-07 15:24:49,012:ERROR: 文字 :b'\xe6\x98\x87' 没有形近字,在hanyu的第10830行
2017-12-07 15:24:49,284:ERROR: 文字 :b'\xe6\x98\x88' 没有形近字,在hanyu的第10831行
2017-12-07 15:24:49,497:ERROR: 文字 :b'\xe6\x98\x89' 没有形近字,在hanyu的第10832行
2017-12-07 15:24:49,880:ERROR: 文字 :b'\xe6\x98\x8b' 没有形近字,在hanyu的第10834行
2017-12-07 15:24:50,255:ERROR: 文字 :b'\xe6\x98\x8d' 没有形近字,在hanyu的第10836行
2017-12-07 15:24:50,767:ERROR: 文字 :b'\xe6\x98\x90' 没有形近字,在hanyu的第10839行
2017-12-07 15:24:51,014:ERROR: 文字 :b'\xe6\x98\x91' 没有形近字,在hanyu的第10840行
2017-12-07 15:24:51,241:ERROR: 文字 :b'\xe6\x98\x92' 没有形近字,在hanyu的第10841行
2017-12-07 15:24:51,880:ERROR: 文字 :b'\xe6\x98\x96' 没有形近字,在hanyu的第10845行
2017-12-07 15:24:52,124:ERROR: 文字 :b'\xe6\x98\x97' 没有形近字,在hanyu的第10846行
2017-12-07 15:24:52,359:ERROR: 文字 :b'\xe6\x98\x98' 没有形近字,在hanyu的第10847行
2017-12-07 15:24:52,727:ERROR: 文字 :b'\xe6\x98\x9a' 没有形近字,在hanyu的第10849行
2017-12-07 15:24:52,973:ERROR: 文字 :b'\xe6\x98\x9b' 没有形近字,在hanyu的第10850行
2017-12-07 15:24:53,214:ERROR: 文字 :b'\xe6\x98\x9c' 没有形近字,在hanyu的第10851行
2017-12-07 15:24:53,590:ERROR: 文字 :b'\xe6\x98\x9e' 没有形近字,在hanyu的第10853行
2017-12-07 15:24:54,074:ERROR: 文字 :b'\xe6\x98\xa1' 没有形近字,在hanyu的第10856行
2017-12-07 15:24:54,303:ERROR: 文字 :b'\xe6\x98\xa2' 没有形近字,在hanyu的第10857行
2017-12-07 15:24:54,570:ERROR: 文字 :b'\xe6\x98\xa3' 没有形近字,在hanyu的第10858行
2017-12-07 15:24:54,791:ERROR: 文字 :b'\xe6\x98\xa4' 没有形近字,在hanyu的第10859行
2017-12-07 15:24:55,189:ERROR: 文字 :b'\xe6\x98\xa6' 没有形近字,在hanyu的第10861行
2017-12-07 15:24:55,718:ERROR: 文字 :b'\xe6\x98\xa9' 没有形近字,在hanyu的第10864行
2017-12-07 15:24:55,929:ERROR: 文字 :b'\xe6\x98\xaa' 没有形近字,在hanyu的第10865行
2017-12-07 15:24:56,189:ERROR: 文字 :b'\xe6\x98\xab' 没有形近字,在hanyu的第10866行
2017-12-07 15:24:56,437:ERROR: 文字 :b'\xe6\x98\xac' 没有形近字,在hanyu的第10867行
2017-12-07 15:24:56,768:ERROR: 文字 :b'\xe6\x98\xae' 没有形近字,在hanyu的第10869行
2017-12-07 15:24:57,138:ERROR: 文字 :b'\xe6\x98\xb0' 没有形近字,在hanyu的第10871行
2017-12-07 15:24:57,269:INFO: 文字 :b'\xe6\x98\xb1'在hanyu的第10872行，请求成功，但没有对应形近字,
2017-12-07 15:24:57,501:ERROR: 文字 :b'\xe6\x98\xb2' 没有形近字,在hanyu的第10873行
2017-12-07 15:24:57,756:ERROR: 文字 :b'\xe6\x98\xb3' 没有形近字,在hanyu的第10874行
2017-12-07 15:24:58,356:ERROR: 文字 :b'\xe6\x98\xb7' 没有形近字,在hanyu的第10878行
2017-12-07 15:24:58,581:ERROR: 文字 :b'\xe6\x98\xb8' 没有形近字,在hanyu的第10879行
2017-12-07 15:24:58,821:ERROR: 文字 :b'\xe6\x98\xb9' 没有形近字,在hanyu的第10880行
2017-12-07 15:24:59,084:ERROR: 文字 :b'\xe6\x98\xba' 没有形近字,在hanyu的第10881行
2017-12-07 15:24:59,335:ERROR: 文字 :b'\xe6\x98\xbb' 没有形近字,在hanyu的第10882行
2017-12-07 15:24:59,690:ERROR: 文字 :b'\xe6\x98\xbd' 没有形近字,在hanyu的第10884行
2017-12-07 15:25:00,040:ERROR: 文字 :b'\xe6\x98\xbf' 没有形近字,在hanyu的第10886行
2017-12-07 15:25:00,262:ERROR: 文字 :b'\xe6\x99\x80' 没有形近字,在hanyu的第10887行
2017-12-07 15:25:00,600:ERROR: 文字 :b'\xe6\x99\x82' 没有形近字,在hanyu的第10889行
2017-12-07 15:25:00,973:ERROR: 文字 :b'\xe6\x99\x84' 没有形近字,在hanyu的第10891行
2017-12-07 15:25:01,224:ERROR: 文字 :b'\xe6\x99\x85' 没有形近字,在hanyu的第10892行
2017-12-07 15:25:01,465:ERROR: 文字 :b'\xe6\x99\x86' 没有形近字,在hanyu的第10893行
2017-12-07 15:25:01,717:ERROR: 文字 :b'\xe6\x99\x87' 没有形近字,在hanyu的第10894行
2017-12-07 15:25:01,948:ERROR: 文字 :b'\xe6\x99\x88' 没有形近字,在hanyu的第10895行
2017-12-07 15:25:02,209:ERROR: 文字 :b'\xe6\x99\x89' 没有形近字,在hanyu的第10896行
2017-12-07 15:25:02,454:ERROR: 文字 :b'\xe6\x99\x8a' 没有形近字,在hanyu的第10897行
2017-12-07 15:25:02,931:ERROR: 文字 :b'\xe6\x99\x8d' 没有形近字,在hanyu的第10900行
2017-12-07 15:25:03,117:ERROR: 文字 :b'\xe6\x99\x8e' 没有形近字,在hanyu的第10901行
2017-12-07 15:25:03,482:ERROR: 文字 :b'\xe6\x99\x90' 没有形近字,在hanyu的第10903行
2017-12-07 15:25:03,742:ERROR: 文字 :b'\xe6\x99\x91' 没有形近字,在hanyu的第10904行
2017-12-07 15:25:04,767:ERROR: 文字 :b'\xe6\x99\x98' 没有形近字,在hanyu的第10911行
2017-12-07 15:25:04,990:ERROR: 文字 :b'\xe6\x99\x99' 没有形近字,在hanyu的第10912行
2017-12-07 15:25:05,351:ERROR: 文字 :b'\xe6\x99\x9b' 没有形近字,在hanyu的第10914行
2017-12-07 15:25:05,612:ERROR: 文字 :b'\xe6\x99\x9c' 没有形近字,在hanyu的第10915行
2017-12-07 15:25:05,837:ERROR: 文字 :b'\xe6\x99\x9d' 没有形近字,在hanyu的第10916行
2017-12-07 15:25:06,083:ERROR: 文字 :b'\xe6\x99\x9e' 没有形近字,在hanyu的第10917行
2017-12-07 15:25:06,461:ERROR: 文字 :b'\xe6\x99\xa0' 没有形近字,在hanyu的第10919行
2017-12-07 15:25:06,836:ERROR: 文字 :b'\xe6\x99\xa2' 没有形近字,在hanyu的第10921行
2017-12-07 15:25:07,058:ERROR: 文字 :b'\xe6\x99\xa3' 没有形近字,在hanyu的第10922行
2017-12-07 15:25:07,438:ERROR: 文字 :b'\xe6\x99\xa5' 没有形近字,在hanyu的第10924行
2017-12-07 15:25:07,804:ERROR: 文字 :b'\xe6\x99\xa7' 没有形近字,在hanyu的第10926行
2017-12-07 15:25:08,160:ERROR: 文字 :b'\xe6\x99\xa9' 没有形近字,在hanyu的第10928行
2017-12-07 15:25:08,372:ERROR: 文字 :b'\xe6\x99\xaa' 没有形近字,在hanyu的第10929行
2017-12-07 15:25:08,600:ERROR: 文字 :b'\xe6\x99\xab' 没有形近字,在hanyu的第10930行
2017-12-07 15:25:08,850:ERROR: 文字 :b'\xe6\x99\xac' 没有形近字,在hanyu的第10931行
2017-12-07 15:25:09,089:ERROR: 文字 :b'\xe6\x99\xad' 没有形近字,在hanyu的第10932行
2017-12-07 15:25:09,679:ERROR: 文字 :b'\xe6\x99\xb1' 没有形近字,在hanyu的第10936行
2017-12-07 15:25:09,934:ERROR: 文字 :b'\xe6\x99\xb2' 没有形近字,在hanyu的第10937行
2017-12-07 15:25:10,158:ERROR: 文字 :b'\xe6\x99\xb3' 没有形近字,在hanyu的第10938行
2017-12-07 15:25:10,539:ERROR: 文字 :b'\xe6\x99\xb5' 没有形近字,在hanyu的第10940行
2017-12-07 15:25:11,040:ERROR: 文字 :b'\xe6\x99\xb8' 没有形近字,在hanyu的第10943行
2017-12-07 15:25:11,276:ERROR: 文字 :b'\xe6\x99\xb9' 没有形近字,在hanyu的第10944行
2017-12-07 15:25:11,663:ERROR: 文字 :b'\xe6\x99\xbb' 没有形近字,在hanyu的第10946行
2017-12-07 15:25:11,917:ERROR: 文字 :b'\xe6\x99\xbc' 没有形近字,在hanyu的第10947行
2017-12-07 15:25:12,168:ERROR: 文字 :b'\xe6\x99\xbd' 没有形近字,在hanyu的第10948行
2017-12-07 15:25:12,532:ERROR: 文字 :b'\xe6\x99\xbf' 没有形近字,在hanyu的第10950行
2017-12-07 15:25:12,762:ERROR: 文字 :b'\xe6\x9a\x80' 没有形近字,在hanyu的第10951行
2017-12-07 15:25:13,008:ERROR: 文字 :b'\xe6\x9a\x81' 没有形近字,在hanyu的第10952行
2017-12-07 15:25:13,386:ERROR: 文字 :b'\xe6\x9a\x83' 没有形近字,在hanyu的第10954行
2017-12-07 15:25:13,749:ERROR: 文字 :b'\xe6\x9a\x85' 没有形近字,在hanyu的第10956行
2017-12-07 15:25:13,969:ERROR: 文字 :b'\xe6\x9a\x86' 没有形近字,在hanyu的第10957行
2017-12-07 15:25:14,328:ERROR: 文字 :b'\xe6\x9a\x88' 没有形近字,在hanyu的第10959行
2017-12-07 15:25:14,595:ERROR: 文字 :b'\xe6\x9a\x89' 没有形近字,在hanyu的第10960行
2017-12-07 15:25:14,822:ERROR: 文字 :b'\xe6\x9a\x8a' 没有形近字,在hanyu的第10961行
2017-12-07 15:25:15,058:ERROR: 文字 :b'\xe6\x9a\x8b' 没有形近字,在hanyu的第10962行
2017-12-07 15:25:15,400:ERROR: 文字 :b'\xe6\x9a\x8d' 没有形近字,在hanyu的第10964行
2017-12-07 15:25:15,625:ERROR: 文字 :b'\xe6\x9a\x8e' 没有形近字,在hanyu的第10965行
2017-12-07 15:25:15,868:ERROR: 文字 :b'\xe6\x9a\x8f' 没有形近字,在hanyu的第10966行
2017-12-07 15:25:16,105:ERROR: 文字 :b'\xe6\x9a\x90' 没有形近字,在hanyu的第10967行
2017-12-07 15:25:16,486:ERROR: 文字 :b'\xe6\x9a\x92' 没有形近字,在hanyu的第10969行
2017-12-07 15:25:16,747:ERROR: 文字 :b'\xe6\x9a\x93' 没有形近字,在hanyu的第10970行
2017-12-07 15:25:17,017:ERROR: 文字 :b'\xe6\x9a\x94' 没有形近字,在hanyu的第10971行
2017-12-07 15:25:17,266:ERROR: 文字 :b'\xe6\x9a\x95' 没有形近字,在hanyu的第10972行
2017-12-07 15:25:17,716:ERROR: 文字 :b'\xe6\x9a\x98' 没有形近字,在hanyu的第10975行
2017-12-07 15:25:17,972:ERROR: 文字 :b'\xe6\x9a\x99' 没有形近字,在hanyu的第10976行
2017-12-07 15:25:18,231:ERROR: 文字 :b'\xe6\x9a\x9a' 没有形近字,在hanyu的第10977行
2017-12-07 15:25:18,477:ERROR: 文字 :b'\xe6\x9a\x9b' 没有形近字,在hanyu的第10978行
2017-12-07 15:25:18,677:ERROR: 文字 :b'\xe6\x9a\x9c' 没有形近字,在hanyu的第10979行
2017-12-07 15:25:19,054:ERROR: 文字 :b'\xe6\x9a\x9e' 没有形近字,在hanyu的第10981行
2017-12-07 15:25:19,277:ERROR: 文字 :b'\xe6\x9a\x9f' 没有形近字,在hanyu的第10982行
2017-12-07 15:25:19,539:ERROR: 文字 :b'\xe6\x9a\xa0' 没有形近字,在hanyu的第10983行
2017-12-07 15:25:19,772:ERROR: 文字 :b'\xe6\x9a\xa1' 没有形近字,在hanyu的第10984行
2017-12-07 15:25:20,015:ERROR: 文字 :b'\xe6\x9a\xa2' 没有形近字,在hanyu的第10985行
2017-12-07 15:25:20,264:ERROR: 文字 :b'\xe6\x9a\xa3' 没有形近字,在hanyu的第10986行
2017-12-07 15:25:20,529:ERROR: 文字 :b'\xe6\x9a\xa4' 没有形近字,在hanyu的第10987行
2017-12-07 15:25:20,780:ERROR: 文字 :b'\xe6\x9a\xa5' 没有形近字,在hanyu的第10988行
2017-12-07 15:25:21,028:ERROR: 文字 :b'\xe6\x9a\xa6' 没有形近字,在hanyu的第10989行
2017-12-07 15:25:21,542:ERROR: 文字 :b'\xe6\x9a\xa9' 没有形近字,在hanyu的第10992行
2017-12-07 15:25:21,783:ERROR: 文字 :b'\xe6\x9a\xaa' 没有形近字,在hanyu的第10993行
2017-12-07 15:25:22,015:ERROR: 文字 :b'\xe6\x9a\xab' 没有形近字,在hanyu的第10994行
2017-12-07 15:25:22,267:ERROR: 文字 :b'\xe6\x9a\xac' 没有形近字,在hanyu的第10995行
2017-12-07 15:25:22,509:ERROR: 文字 :b'\xe6\x9a\xad' 没有形近字,在hanyu的第10996行
2017-12-07 15:25:22,891:ERROR: 文字 :b'\xe6\x9a\xaf' 没有形近字,在hanyu的第10998行
2017-12-07 15:25:23,124:ERROR: 文字 :b'\xe6\x9a\xb0' 没有形近字,在hanyu的第10999行
2017-12-07 15:25:23,354:ERROR: 文字 :b'\xe6\x9a\xb1' 没有形近字,在hanyu的第11000行
2017-12-07 15:25:23,630:ERROR: 文字 :b'\xe6\x9a\xb2' 没有形近字,在hanyu的第11001行
2017-12-07 15:25:23,858:ERROR: 文字 :b'\xe6\x9a\xb3' 没有形近字,在hanyu的第11002行
2017-12-07 15:25:24,226:ERROR: 文字 :b'\xe6\x9a\xb5' 没有形近字,在hanyu的第11004行
2017-12-07 15:25:24,485:ERROR: 文字 :b'\xe6\x9a\xb6' 没有形近字,在hanyu的第11005行
2017-12-07 15:25:24,715:ERROR: 文字 :b'\xe6\x9a\xb7' 没有形近字,在hanyu的第11006行
2017-12-07 15:25:24,982:ERROR: 文字 :b'\xe6\x9a\xb8' 没有形近字,在hanyu的第11007行
2017-12-07 15:25:25,319:ERROR: 文字 :b'\xe6\x9a\xba' 没有形近字,在hanyu的第11009行
2017-12-07 15:25:25,561:ERROR: 文字 :b'\xe6\x9a\xbb' 没有形近字,在hanyu的第11010行
2017-12-07 15:25:25,837:ERROR: 文字 :b'\xe6\x9a\xbc' 没有形近字,在hanyu的第11011行
2017-12-07 15:25:26,086:ERROR: 文字 :b'\xe6\x9a\xbd' 没有形近字,在hanyu的第11012行
2017-12-07 15:25:26,477:ERROR: 文字 :b'\xe6\x9a\xbf' 没有形近字,在hanyu的第11014行
2017-12-07 15:25:26,736:ERROR: 文字 :b'\xe6\x9b\x80' 没有形近字,在hanyu的第11015行
2017-12-07 15:25:26,969:ERROR: 文字 :b'\xe6\x9b\x81' 没有形近字,在hanyu的第11016行
2017-12-07 15:25:27,204:ERROR: 文字 :b'\xe6\x9b\x82' 没有形近字,在hanyu的第11017行
2017-12-07 15:25:27,466:ERROR: 文字 :b'\xe6\x9b\x83' 没有形近字,在hanyu的第11018行
2017-12-07 15:25:27,677:ERROR: 文字 :b'\xe6\x9b\x84' 没有形近字,在hanyu的第11019行
2017-12-07 15:25:27,927:ERROR: 文字 :b'\xe6\x9b\x85' 没有形近字,在hanyu的第11020行
2017-12-07 15:25:28,176:ERROR: 文字 :b'\xe6\x9b\x86' 没有形近字,在hanyu的第11021行
2017-12-07 15:25:28,380:ERROR: 文字 :b'\xe6\x9b\x87' 没有形近字,在hanyu的第11022行
2017-12-07 15:25:28,618:ERROR: 文字 :b'\xe6\x9b\x88' 没有形近字,在hanyu的第11023行
2017-12-07 15:25:28,869:ERROR: 文字 :b'\xe6\x9b\x89' 没有形近字,在hanyu的第11024行
2017-12-07 15:25:29,108:ERROR: 文字 :b'\xe6\x9b\x8a' 没有形近字,在hanyu的第11025行
2017-12-07 15:25:29,370:ERROR: 文字 :b'\xe6\x9b\x8b' 没有形近字,在hanyu的第11026行
2017-12-07 15:25:29,629:ERROR: 文字 :b'\xe6\x9b\x8c' 没有形近字,在hanyu的第11027行
2017-12-07 15:25:29,866:ERROR: 文字 :b'\xe6\x9b\x8d' 没有形近字,在hanyu的第11028行
2017-12-07 15:25:30,117:ERROR: 文字 :b'\xe6\x9b\x8e' 没有形近字,在hanyu的第11029行
2017-12-07 15:25:30,319:ERROR: 文字 :b'\xe6\x9b\x8f' 没有形近字,在hanyu的第11030行
2017-12-07 15:25:30,579:ERROR: 文字 :b'\xe6\x9b\x90' 没有形近字,在hanyu的第11031行
2017-12-07 15:25:30,832:ERROR: 文字 :b'\xe6\x9b\x91' 没有形近字,在hanyu的第11032行
2017-12-07 15:25:31,086:ERROR: 文字 :b'\xe6\x9b\x92' 没有形近字,在hanyu的第11033行
2017-12-07 15:25:31,336:ERROR: 文字 :b'\xe6\x9b\x93' 没有形近字,在hanyu的第11034行
2017-12-07 15:25:31,566:ERROR: 文字 :b'\xe6\x9b\x94' 没有形近字,在hanyu的第11035行
2017-12-07 15:25:31,828:ERROR: 文字 :b'\xe6\x9b\x95' 没有形近字,在hanyu的第11036行
2017-12-07 15:25:32,090:ERROR: 文字 :b'\xe6\x9b\x96' 没有形近字,在hanyu的第11037行
2017-12-07 15:25:32,349:ERROR: 文字 :b'\xe6\x9b\x97' 没有形近字,在hanyu的第11038行
2017-12-07 15:25:32,601:ERROR: 文字 :b'\xe6\x9b\x98' 没有形近字,在hanyu的第11039行
2017-12-07 15:25:32,917:ERROR: 文字 :b'\xe6\x9b\x9a' 没有形近字,在hanyu的第11041行
2017-12-07 15:25:33,545:ERROR: 文字 :b'\xe6\x9b\x9e' 没有形近字,在hanyu的第11045行
2017-12-07 15:25:33,770:ERROR: 文字 :b'\xe6\x9b\x9f' 没有形近字,在hanyu的第11046行
2017-12-07 15:25:34,039:ERROR: 文字 :b'\xe6\x9b\xa0' 没有形近字,在hanyu的第11047行
2017-12-07 15:25:34,313:ERROR: 文字 :b'\xe6\x9b\xa1' 没有形近字,在hanyu的第11048行
2017-12-07 15:25:34,535:ERROR: 文字 :b'\xe6\x9b\xa2' 没有形近字,在hanyu的第11049行
2017-12-07 15:25:34,791:ERROR: 文字 :b'\xe6\x9b\xa3' 没有形近字,在hanyu的第11050行
2017-12-07 15:25:35,021:ERROR: 文字 :b'\xe6\x9b\xa4' 没有形近字,在hanyu的第11051行
2017-12-07 15:25:35,273:ERROR: 文字 :b'\xe6\x9b\xa5' 没有形近字,在hanyu的第11052行
2017-12-07 15:25:35,681:ERROR: 文字 :b'\xe6\x9b\xa7' 没有形近字,在hanyu的第11054行
2017-12-07 15:25:35,923:ERROR: 文字 :b'\xe6\x9b\xa8' 没有形近字,在hanyu的第11055行
2017-12-07 15:25:36,296:ERROR: 文字 :b'\xe6\x9b\xaa' 没有形近字,在hanyu的第11057行
2017-12-07 15:25:36,528:ERROR: 文字 :b'\xe6\x9b\xab' 没有形近字,在hanyu的第11058行
2017-12-07 15:25:36,757:ERROR: 文字 :b'\xe6\x9b\xac' 没有形近字,在hanyu的第11059行
2017-12-07 15:25:36,987:ERROR: 文字 :b'\xe6\x9b\xad' 没有形近字,在hanyu的第11060行
2017-12-07 15:25:37,230:ERROR: 文字 :b'\xe6\x9b\xae' 没有形近字,在hanyu的第11061行
2017-12-07 15:25:37,490:ERROR: 文字 :b'\xe6\x9b\xaf' 没有形近字,在hanyu的第11062行
2017-12-07 15:25:37,863:ERROR: 文字 :b'\xe6\x9b\xb1' 没有形近字,在hanyu的第11064行
2017-12-07 15:25:38,524:ERROR: 文字 :b'\xe6\x9b\xb5' 没有形近字,在hanyu的第11068行
2017-12-07 15:25:38,770:ERROR: 文字 :b'\xe6\x9b\xb6' 没有形近字,在hanyu的第11069行
2017-12-07 15:25:39,111:ERROR: 文字 :b'\xe6\x9b\xb8' 没有形近字,在hanyu的第11071行
2017-12-07 15:25:39,459:ERROR: 文字 :b'\xe6\x9b\xba' 没有形近字,在hanyu的第11073行
2017-12-07 15:25:39,712:ERROR: 文字 :b'\xe6\x9b\xbb' 没有形近字,在hanyu的第11074行
2017-12-07 15:25:40,074:ERROR: 文字 :b'\xe6\x9b\xbd' 没有形近字,在hanyu的第11076行
2017-12-07 15:25:40,696:ERROR: 文字 :b'\xe6\x9c\x81' 没有形近字,在hanyu的第11080行
2017-12-07 15:25:40,924:ERROR: 文字 :b'\xe6\x9c\x82' 没有形近字,在hanyu的第11081行
2017-12-07 15:25:41,180:ERROR: 文字 :b'\xe6\x9c\x83' 没有形近字,在hanyu的第11082行
2017-12-07 15:25:41,433:ERROR: 文字 :b'\xe6\x9c\x84' 没有形近字,在hanyu的第11083行
2017-12-07 15:25:41,661:ERROR: 文字 :b'\xe6\x9c\x85' 没有形近字,在hanyu的第11084行
2017-12-07 15:25:41,908:ERROR: 文字 :b'\xe6\x9c\x86' 没有形近字,在hanyu的第11085行
2017-12-07 15:25:42,129:ERROR: 文字 :b'\xe6\x9c\x87' 没有形近字,在hanyu的第11086行
2017-12-07 15:25:42,891:ERROR: 文字 :b'\xe6\x9c\x8c' 没有形近字,在hanyu的第11091行
2017-12-07 15:25:43,252:ERROR: 文字 :b'\xe6\x9c\x8e' 没有形近字,在hanyu的第11093行
2017-12-07 15:25:43,473:ERROR: 文字 :b'\xe6\x9c\x8f' 没有形近字,在hanyu的第11094行
2017-12-07 15:25:43,875:ERROR: 文字 :b'\xe6\x9c\x91' 没有形近字,在hanyu的第11096行
2017-12-07 15:25:44,085:ERROR: 文字 :b'\xe6\x9c\x92' 没有形近字,在hanyu的第11097行
2017-12-07 15:25:44,303:ERROR: 文字 :b'\xe6\x9c\x93' 没有形近字,在hanyu的第11098行
2017-12-07 15:25:44,801:ERROR: 文字 :b'\xe6\x9c\x96' 没有形近字,在hanyu的第11101行
2017-12-07 15:25:45,148:ERROR: 文字 :b'\xe6\x9c\x98' 没有形近字,在hanyu的第11103行
2017-12-07 15:25:45,369:ERROR: 文字 :b'\xe6\x9c\x99' 没有形近字,在hanyu的第11104行
2017-12-07 15:25:45,590:ERROR: 文字 :b'\xe6\x9c\x9a' 没有形近字,在hanyu的第11105行
2017-12-07 15:25:45,946:ERROR: 文字 :b'\xe6\x9c\x9c' 没有形近字,在hanyu的第11107行
2017-12-07 15:25:46,318:ERROR: 文字 :b'\xe6\x9c\x9e' 没有形近字,在hanyu的第11109行
2017-12-07 15:25:46,702:ERROR: 文字 :b'\xe6\x9c\xa0' 没有形近字,在hanyu的第11111行
2017-12-07 15:25:46,961:ERROR: 文字 :b'\xe6\x9c\xa1' 没有形近字,在hanyu的第11112行
2017-12-07 15:25:47,188:ERROR: 文字 :b'\xe6\x9c\xa2' 没有形近字,在hanyu的第11113行
2017-12-07 15:25:47,409:ERROR: 文字 :b'\xe6\x9c\xa3' 没有形近字,在hanyu的第11114行
2017-12-07 15:25:47,682:ERROR: 文字 :b'\xe6\x9c\xa4' 没有形近字,在hanyu的第11115行
2017-12-07 15:25:47,925:ERROR: 文字 :b'\xe6\x9c\xa5' 没有形近字,在hanyu的第11116行
2017-12-07 15:25:48,290:ERROR: 文字 :b'\xe6\x9c\xa7' 没有形近字,在hanyu的第11118行
2017-12-07 15:25:48,672:ERROR: 文字 :b'\xe6\x9c\xa9' 没有形近字,在hanyu的第11120行
2017-12-07 15:25:49,421:ERROR: 文字 :b'\xe6\x9c\xae' 没有形近字,在hanyu的第11125行
2017-12-07 15:25:49,784:ERROR: 文字 :b'\xe6\x9c\xb0' 没有形近字,在hanyu的第11127行
2017-12-07 15:25:50,152:ERROR: 文字 :b'\xe6\x9c\xb2' 没有形近字,在hanyu的第11129行
2017-12-07 15:25:50,382:ERROR: 文字 :b'\xe6\x9c\xb3' 没有形近字,在hanyu的第11130行
2017-12-07 15:25:50,886:ERROR: 文字 :b'\xe6\x9c\xb6' 没有形近字,在hanyu的第11133行
2017-12-07 15:25:51,138:ERROR: 文字 :b'\xe6\x9c\xb7' 没有形近字,在hanyu的第11134行
2017-12-07 15:25:51,391:ERROR: 文字 :b'\xe6\x9c\xb8' 没有形近字,在hanyu的第11135行
2017-12-07 15:25:51,629:ERROR: 文字 :b'\xe6\x9c\xb9' 没有形近字,在hanyu的第11136行
2017-12-07 15:25:52,007:ERROR: 文字 :b'\xe6\x9c\xbb' 没有形近字,在hanyu的第11138行
2017-12-07 15:25:52,271:ERROR: 文字 :b'\xe6\x9c\xbc' 没有形近字,在hanyu的第11139行
2017-12-07 15:25:52,641:ERROR: 文字 :b'\xe6\x9c\xbe' 没有形近字,在hanyu的第11141行
2017-12-07 15:25:52,895:ERROR: 文字 :b'\xe6\x9c\xbf' 没有形近字,在hanyu的第11142行
2017-12-07 15:25:53,278:ERROR: 文字 :b'\xe6\x9d\x81' 没有形近字,在hanyu的第11144行
